20.125,84.5,0.4,1,2
22,75.5,0,0,1
27.325,57.5,0,0,0
26.525,68.8,0,0,0
23.8,71.3,0.2,0,1
21.325,84.8,1.6,1,2
23,72,0,0,1
23.325,75.5,1.4,0,2
23.025,76.3,0.9,0,2
21.925,77,0,0,1
24.525,65.8,0,0,0
26.575,56.3,0,0,0
27.05,56.8,0,0,0
23.6,73.5,0,0,1
19.8,85.8,3,1,2
20.35,83.8,0.5,2,2
21.7,77.3,0,0,1
24.95,68.3,0,0,1
21.225,86.8,0.7,1,2
20.025,86,1.3,2,2
19.375,85,0.1,3,3
20.675,75.8,0,0,1
22.95,69,0.8,0,1
21.825,78.5,1.1,0,2
19.7,87.5,0.6,1,2
21.025,83.5,0,2,2
21.4,83.8,0,3,3
22.25,73.3,0,0,2
22.175,71.5,0,0,2
24.1,67.8,0,0,1
24.775,80.5,0.5,1,1
22.825,81.25,0.1,2,2
25.475,72.875,0,0,0
24.325,79.75,0,0,1
27.05,71.625,0,0,0
23.425,81,1.4,1,2
26.225,67.5,0,0,0
25.45,66.125,0,0,0
19.625,96.375,5.8,1,2
22.325,87.5,0.2,2,2
25.8,73.875,0,0,0
26.675,71.25,0,0,0
25.075,81.875,0,0,1
26.725,73,0.2,0,0
23.7,76.125,0.1,0,1
24.75,63.625,0,0,0
26.975,67.25,0,0,0
24.975,79.875,0,0,1
28.525,71.625,0,0,0
28.3,79.5,5.8,0,0
26.3,84.625,0,0,1
26.35,88.875,0.3,0,1
24.225,95.25,1.8,1,2
24.75,82.375,0,2,2
24.325,79.75,5.7,0,1
20.825,93.25,1.4,1,2
22.15,89.875,1.4,2,2
24.4,80,0,3,2
26.025,81.625,1.3,0,1
24.4,90.5,0.7,1,3
27.1,83.375,0,0,1
28.05,70.125,25.3,0,0
25.775,83.25,0,0,1
24.95,87.5,0,1,2
25.275,87.5,0,0,1
23.25,95,0.2,1,2
22.5,97.25,9.2,2,2
24.825,92.625,12.9,3,3
26.8,88.625,0,0,1
25.95,91.5,0,0,2
27.05,87.625,0,0,1
27.45,88.875,25.9,0,1
27.025,87.75,0.6,0,1
24.625,88.625,3.9,1,2
21.525,92,1.6,2,2
25.55,76.25,0,0,1
27.375,77.25,0,0,0
28.375,77.5,0.3,0,0
25.575,88.5,0,0,1
28.35,76.875,0,0,0
29.15,73.875,0,0,0
28.1,77,29.8,0,1
24.55,92.625,1.1,1,2
25.275,91.625,3.5,0,2
26.55,89.625,0.5,0,2
26.5,87.5,0.5,0,2
26,85.625,0.1,0,2
27.225,78.25,0,0,0
26.85,85.125,0.1,0,2
25.675,84.375,0,0,2
26.675,80.25,4.5,0,1
24.325,87.875,0.2,1,2
26.225,82.75,0,0,1
26.6,86.125,0,0,1
26.475,88,0.4,0,1
26.125,88.375,0,0,1
25.5,91.625,0.3,0,2
27.875,79.75,0,0,0
25.55,86.625,4.4,0,2
24,89.125,3.2,1,2
26.5,81.25,0,0,1
27.15,80.625,0.1,0,1
27.5,78.875,0,0,0
26.7,86.25,0,0,1
28.95,79.625,3,0,0
28.8,80.5,0,0,0
27.9,82.5,0.2,0,1
29.05,76.875,0,0,0
30.3,72.75,0,0,0
26.2,87.5,0,0,1
30,76.25,0,0,0
30.025,76.5,0,0,0
30.475,73.5,0,0,0
30.275,73.25,0,0,0
29.25,78.25,0.2,0,0
30.125,76.875,0,0,0
28.65,72.375,1.2,0,0
25.925,72,0,0,1
26.075,70.875,0,0,0
24.175,87.875,0.8,1,2
19.525,92,1.5,2,2
21.325,87.5,0,3,3
22.45,86.375,0,4,3
24.975,77.75,0.8,0,2
21.95,88.875,0.1,1,3
20.75,90.875,4.6,2,3
19.05,97.125,7,3,3
22.2,84,0,4,3
22.85,86.875,0.2,5,3
22.725,80,0,6,3
23.85,80.375,0.2,7,3
25.175,73,0,0,0
25.825,68.625,0,0,0
23.225,82.375,1.5,1,2
20.675,93.5,2.4,2,2
18.975,94.25,0.9,3,3
22.2,79.5,0,0,2
22.425,89.625,0,1,3
21.125,94.875,3.3,2,3
19.2,98.25,7.5,3,3
20.8,87.375,5.1,4,3
19.325,91.5,0.8,5,3
21.075,85.125,0,6,3
19.45,96.125,0.4,7,3
20.25,93.875,0,8,3
20.45,87.375,0,9,3
21.45,88.25,0,10,3
20.65,92.5,0,11,3
23.5,78.75,0.2,0,2
23.575,76,0,0,2
23.8,76.125,0.1,0,2
