23.7,81.625,0.4,1,1
27.575,64.875,0,0,0
27.375,71.5,26.8,0,1
28.1,67.5,0,0,0
27.075,72.5,25.2,0,1
26.875,66.125,0,0,0
28.05,61.5,0,0,0
24.025,74.875,0,0,0
21.275,74.875,1,0,1
25.175,64.625,0,0,0
22.675,70.25,0,0,0
25.65,55.125,0,0,0
28.05,51.5,0,0,0
26.9,54.625,0,0,0
27.875,60,0,0,0
23.275,75.625,0,0,0
23.625,74.75,0,0,0
19.875,94.625,26.3,1,2
21.825,90.25,2.1,2,2
22.975,85.875,0.1,3,3
26.5,75.625,0,0,0
27.475,77,1.6,0,1
24.4,92,4.8,1,2
24.6,72.625,0,0,0
27.325,57.125,0,0,0
29.5,61.875,0,0,0
26.95,77,21.7,0,1
26.25,85.375,0.2,0,2
30.85,70.75,0,0,0
27.975,79.75,0,0,0
29.45,74.5,0,0,0
27,83.75,4.6,0,2
24.625,84.625,1,1,2
26.3,71.75,0,0,0
23.35,84.375,5.4,1,2
22.6,88.625,0.5,2,3
25.25,76.25,0.1,0,1
28.175,70.625,0.4,0,1
22.75,91.875,4.6,1,2
28.275,76.125,0,0,0
29.325,73.5,0.1,0,1
27.35,73.25,0,0,0
29.65,71.25,0,0,0
26.8,83.625,6.8,0,2
23.55,90.875,0.6,1,2
28.175,76.625,0,0,0
30.125,75.25,0.1,0,0
29.425,77.625,2.7,0,1
30.975,69.625,0,0,0
30.5,75,0,0,0
28.525,81.5,33.9,0,1
27.275,80.5,0.3,0,1
23.225,81.25,2.8,1,2
26.55,72.5,0,0,0
29.225,68.25,0,0,0
29.8,70.75,0,0,0
25.825,87.625,0.7,0,2
29.65,66.875,0,0,0
31.675,63.875,0,0,0
31.95,68.375,0,0,0
26.65,84,0,0,1
24.475,74.875,0.3,0,1
26.4,66.375,0,0,0
27.65,63.375,0,0,0
30.725,51.375,0,0,0
25.7,54.5,0.3,0,0
26.825,46.75,0,0,0
29.475,43.25,0,0,0
30.8,51.625,0.5,0,0
26.45,76.75,0,0,1
30.375,59.75,0,0,0
27.025,71.5,0.4,0,0
26,80.375,0,0,1
25.325,79,21.4,0,0
20.05,87.375,5,1,3
20.15,86.75,0.1,2,3
20.425,87.375,1.5,3,3
23.825,74.875,0,0,1
25.25,70.25,0,0,0
27.4,68.375,0,0,0
22.975,87.125,11.5,1,2
26.575,72.3,0,0,1
28.625,67.5,0,0,0
26.15,73,0,0,0
28.225,62.8,0,0,0
29.175,65.8,0,0,0
27.825,68,0,0,0
29.6,59.5,0,0,0
31.95,52.3,0,0,0
31.7,59.8,0,0,0
29.65,71.3,0,0,1
31.65,64.8,0,0,0
29.325,70.3,0,0,0
25.975,76.8,0,0,1
28.85,73.5,0.1,0,0
28.35,77.75,5.4,0,1
31.775,71,0,0,0
28.975,78.375,9.8,0,1
27.35,78.375,0.2,0,1
26.65,74.625,0.4,0,1
28.625,70.125,0,0,1
28.725,71.875,0.9,0,1
27.85,80.125,0.1,0,1
28.525,78.875,0,0,1
29.95,75.125,0,0,0
26.775,85.625,31,0,1
25.75,92.625,5.1,0,2
26.975,88.125,0.1,0,2
27.925,82.875,0,0,1
28.8,73.875,15.6,0,1
26.175,81.875,5.4,0,2
28.35,70,0,0,0
29.175,76.125,0,0,0
29.4,76.5,0,0,0
30.675,73.875,0.1,0,0
31.425,71.125,3.8,0,0
30.4,74.375,13.1,0,1
29.75,71.25,0,0,0
31.375,68.625,0,0,0
31.9,68.125,0,0,0
31.85,69.5,0,0,0
31.75,68,18.2,0,0
31.35,73.375,0,0,0
32.45,65.375,0,0,0
32.375,69.5,0,0,0
32.15,71.375,0,0,0
32.85,70,0,0,0
33.375,62.875,0,0,0
27.75,67.125,0,0,0
27.325,70.625,0,0,0
26.675,73.875,0,0,0
22.5,82.5,0.3,1,2
26.1,67.5,0,0,0
28.875,58,0,0,0
30.725,56.5,0,0,0
26.75,80.3,1.7,0,1
28.075,76.3,0,0,0
29.75,68.3,0,0,0
31.425,58.5,0,0,0
30.225,64.8,0,0,0
29.875,70.3,0,0,0
31.45,60,0,0,0
30.65,63,0,0,0
26.6,72,8.8,0,1
26.425,74.8,0,0,0
27.375,68.3,1.2,0,0
26.275,78,3.6,0,1
27.575,71.8,0,0,0
24.675,81.75,2.8,1,3
25.975,78.5,4.9,0,2
29.6,64.75,0,0,0
29.8,59.25,0,0,0
28.175,70,0.1,0,1
28.5,68.75,0,0,0
25.225,78.5,0,0,1
26.6,70.75,0,0,0
25.8,76.5,0,0,0
26.4,76.25,0,0,0
28.875,68.25,0,0,0
27.925,76.5,0,0,0
28.95,71.5,0,0,0
31.4,62.25,0,0,0
30.325,63.75,2.4,0,0
31.05,59,0,0,0
31.125,56.25,0,0,0
31.825,51,0,0,0
32.3,46.5,0,0,0
33.025,49.25,0,0,0
31.95,59,0,0,0
32.975,54,0,0,0
31.975,56.25,0,0,0
32.55,48,0,0,0
32.775,48.25,0,0,0
32.675,41,0,0,0
25.225,64.5,0,0,0
23.625,74.75,0.4,0,2
25.4,56,0,0,0
22.725,67.75,1.7,0,1
23.075,88.125,1.8,1,2
21.4,90.625,2.7,2,2
22.3,91,0.5,3,3
26.8,77.125,0,0,2
23.35,85.75,7,1,2
21.3,95.875,3.7,2,2
20.675,98.75,7.6,3,3
21.575,94.75,3.5,4,3
23.525,86.75,4.4,5,3
21.475,92.5,8.1,6,3
22.725,89.5,0.7,7,3
25.95,68.75,0,0,1
26.675,64.5,0,0,0
26.675,66.625,0,0,0
22.075,85.375,0.7,1,2
21,94,2.6,2,2
21.65,86,0.1,3,2
23.8,83.125,0,4,2
22.375,94,0,5,3
21.2,97.25,11.1,6,3
19.7,98.375,9,7,3
19.8,98.625,4.5,8,3
21.825,90,0,9,3
21.925,91.25,9.5,10,3
20.2,97.25,0.5,11,3
21.4,92.625,0.2,12,3
23.6,84.375,0,13,2
21.3,97.75,3,14,3
24.025,83.75,0.2,15,3
24.45,78.25,0.2,0,2
24.775,80,0.1,1,2
